#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.bhaskar.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://oregonnews.uoregon.edu/lccn/sn97071110/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.pulaskicitizen.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://twitchy.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.vkonline.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ruscourier.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.24.dk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://newtelegraphonline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://theinitium.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.newspostleader.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.siskiyoudaily.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://MyCentralJersey.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gallica.bnf.fr/ark:/12148/cb344836924/date&rk=42918;4
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://eenadu.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.eldiarioar.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cooperpointjournal.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://german.beijingreview.com.cn/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.offalyexpress.ie/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.maturetimes.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.revistas.usp.br/signosdoconsumo
random=RANDOM;all=1;keep_all=1;depth=1;url=http://dailystar.co.uk/sunday
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://trome.pe/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://thebeacon.media/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://theintercept.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mlive.com/saginaw/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.theclinic.cl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.kansantahto.fi/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.heraldtimesonline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://illgaming.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://alwatan.sy/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.vatican.va/archive/ass/index_it.htm
random=RANDOM;all=1;keep_all=1;depth=1;url=https://hochi.news/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://brushnewstribune.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.vrastan.ge/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://alexcityoutlook.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.hauteprovenceinfo.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.diarijornada.coop/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.dukechronicle.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.51ldb.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lavozdigital.es/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://dharitri.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://networthspace.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://delawarestatenews.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.diarioelexpreso.com.ve/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lansi-savo.fi/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ahora.cu/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://r.nikkei.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bddsb.bandao.cn/pc/bddsb/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://jornada.com.mx/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.revistas.usp.br/aspas/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.europolitique.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://blacklensnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.indiatvnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://saopauloshimbun.com.br/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.rivesudexpress.ca/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lejournaldumedoc.fr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nlt.se/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.pravda.com.ua/rus/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://tm-courier.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.diariolavozdelsureste.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.bridportnews.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ville-mazamet.com/mazamet-mairie/page-bulletin-municipal_1-4_1.htm
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cooperreview.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.listindiario.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://crimetimesusa.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://net.glpublications.in/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.hobbyconsolas.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://badgerherald.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.revuemm.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.news-mail.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.origo.hu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://coloradoan.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://esp.md/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://charlotteobserver.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.register-news.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.vpgazeta.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.27avril.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://lancasteronline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://eriegaynews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://revistacommunicare.casperlibero.edu.br/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.quickdfw.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.jornaldelondrina.com.br/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.al-fadjr.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.times.co.sz/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.seminolechronicle.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.wired.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.getrevue.co/profile/normandlemieux
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.hna.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.dinamina.lk/2012/04/21/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.paltelegraph.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.gaudie.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.baptiststandard.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cornwallseawaynews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://yndaily.yunnan.cn/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.elpopular.mx/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nuvo.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://cernayleglise.nexgate.ch/index.php/mairie/bulletins-municipaux
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://amandala.com.bz/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://gubernia.media/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.buendnertagblatt.ch/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://columbiadailyherald.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.herria.eus/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://partner-pres.km.ua/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.schenefelder-tageblatt.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://dailysach.in/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.nantes-revoltee.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.stuff.co.nz/the-press/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lahora.cl/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://news.pts.org.tw/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://cds.cern.ch/journal/CERNBulletin/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.studiobriefing.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.insidemacgames.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.midiario.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.gymnasium-klotzsche.de/peperony/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://asianweek.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.kubnews.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lamañanaonline.com.ar/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://daymohk-gazet.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://californiaglobe.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://kdminer.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.hkcd.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://bjrbdzb.bjd.com.cn/bjwb/paperindex.htm
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.les4verites.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.al-sahafa.us/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.mako.co.il/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thesaturdaypaper.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.aps.dz/en
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://carrollcountytimes.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.irates.am/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nvinoticias.com/oaxaca
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.action-nationale.qc.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.sport.es/en/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.france-catholique.fr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.an.no/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.diarideterrassa.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.berliner-kurier.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.flkeysnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.livpost.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.tellerreport.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://risingbd.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.hufforbes.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.siltalehti.fi/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.transaktuell.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sfexaminer.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.gazzettino.it/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://solothurnerzeitung.ch/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.r-a.no/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.longfordleader.ie/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nousdeux.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://arunachalfront.info/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://yaledailynews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pramen-news.by/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.wsm.ie/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://infoweb.newsbank.com/?db=EANX&s_browseRef=decades/109216BF6CAD39B0/all.xml
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.ntrguadalajara.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.novanewsnow.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thenewsleader.net//
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thefirstline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cityjournal.in/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://yanshishma.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.gmbl-online.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.gazeta-agon.al/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.boulaide.lu/fr/vivre-dans-la-commune/vie-citoyenne/informatiounsblat
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nslowa.by/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.hmbreview.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://tallahassee.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ylakainuu.fi/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tuo.inf.ua/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://fjrb.fjdaily.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thejc.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pryordailytimes.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mississauga.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.jamanak.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://daraj.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.gamespot.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.aldergrovestar.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.aller-zeitung.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cityskane.se/helsingborg/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thenationonlineng.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ville-lorette.fr/Le-Kiosque-en-telechargement.html
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.mklj.si/ljubljanske-zgodbe/zbirke/digitalizirano-gradivo/item/15871-zbor-obcanov
random=RANDOM;all=1;keep_all=1;depth=1;url=http://jakubzulczyk.ownlog.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://oroik.by/gazeta-voskresenie/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://zviazda.by/be/edition/litaratura-i-mastactva
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bizjournals.com/jacksonville
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.laliberte.ch/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://savannahnow.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://tghat.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://thenationaldesk.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.kerryseye.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.almassaepress.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.stamfordmercury.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.wayback.archive.org/*/http://northchannelsentinel.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.jantakareporter.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.iijokiseutu.fi/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.forum24.fi/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bernerzeitung.ch/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newtalk.tw/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.jornada.unam.mx/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.france24.com/en/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.hakolhayehudi.co.il/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://baptistmessenger.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sanjuan8.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.solinger-tageblatt.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bombalatimes.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.westernadvocate.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.breakingbelizenews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mairie-dietwiller.fr/zones/bulletins.php
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://pretorianews.co.za/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.recordherald.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.heraldpressnd.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.donbass.ua/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://pressdemocrat.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.dickinson.edu/dickinsonian
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.liberta.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://bornholm.nu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.studvest.no/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.elnorte.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://remiremontvallees.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.alvorada.pt/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.beeld.co.za/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://ihned.cz/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://toppresa.bg/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://cookpolitical.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://krishnapatrika.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tsc.com.ar/wordpress
random=RANDOM;all=1;keep_all=1;depth=1;url=https://gallica.bnf.fr/ark:/12148/cb343512457/date
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cas.sk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.richmond-news.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.maxi-mag.fr//
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.privredni.hr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nashuatelegraph.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.dipualba.es/WebBop/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.namdalsavisa.no/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.diariodecadiz.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.gazzettadasti.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.urbanavis.dk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.news.nl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://millburysutton.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.silskivisti.kiev.ua/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://SlavicVoice.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://maaleht.delfi.ee/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.theadvocate.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.argusobserver.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.econostrum.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://shafaq-e.sa/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.catalystnewspaper.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bielbienne.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://thecoastnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.mmorpg.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://europe.wsj.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.eptrail.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://novayagazeta.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.malaya.com.ph/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.battlecreekenquirer.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://macombdaily.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://pricom.kz/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.theunion.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.leicestermercury.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.naciodigital.cat/delcamp/prioratdiari/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.laviedurail.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sankei-express.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.phillytrib.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.norfolkdailynews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://eltiempo.pe/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.sport-express.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://sahanjournal.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lokprashna.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mhflsentinel.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pjmedia.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.belfasttoday.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.leadertelegram.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://glasgowguardian.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.peninsulaclarion.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.bz-berlin.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.loc.gov/chroniclingamerica/lccn/sn84026853/issues
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.newbuffalotimes.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.regionopavsko.cz/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.edweek.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.rczeitung.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sinchew.com.my/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://elmed.io/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqd&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft_dat=xri:pqd:PMID=7623
#REASON=WAYBACK#random=RANDOM;all=1;keep_all=1;depth=1;url=https://web.archive.org/web/*/https://www.midilibre.fr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://lgz.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://grapevine.is/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.wakefielditem.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ga-online.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://janar.ucoz.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.latimes.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.datadista.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://nmgazette.narod.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://losgatosobserver.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pittnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://toz.su/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://grozrab.org/
