#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://acpcongo.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://realpolitik.com.ar/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://web-release.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://rnli.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://keysnews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://gulf-daily-news.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://i2e.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://info.elblag.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://srqbacklot.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://doisong.vn/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://walworthcountytoday.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://aboutmygeneration.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ngamitimes.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://etnow.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://arrowfm.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://publicradioeast.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://whiffofcordite.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://celebbabylaundry.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sonin.mn/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://santanvalley.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://thehindubusinessline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bmwi.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://riverbender.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://deal-magazin.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://whowired.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tvnewscheck.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cbsatlanta.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://muensterschezeitung.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://nextmedia.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://livepunjab.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://faenzanotizie.it/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://mundohispanico.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lentreprise.lexpress.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thetakeaway.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://radioiowa.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://fin.gc.ca/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://timesofearth.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://koran-sindo.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://unicef.org.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://yahoo.co.jp/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://broadstreetinn.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://yucommentator.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lifeinnorway.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://orf.at/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://roanoke.edu/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://panthic.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://iloubnan.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://congletonguardian.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://atlantarealestateforum.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://zaholovok.com.ua/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://orlandoadvocate.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mrwebmaster.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://omskpress.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://mtstandard.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://outdoorblog.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://pasardomain.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thisisleicestershire.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://msnewsnow.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://capitolhillseattle.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://niu.edu/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://midiagols.com.br/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://delphosherald.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://newtownabbeytoday.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://etnet.com.cn/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://vestic.ro/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://booksatruestory.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bulletinstandard.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://uapress.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://coralspringstalk.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lebanonews.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://leftfootforward.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://dailydetroit.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lezgetreal.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cope-preparedness.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://photoxels.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://metal-archives.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://banbridgeleader.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://grenchnertagblatt.ch/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://newsrepublican.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mhsredline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://moneyandmarkets.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://fbc.com.fj/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://pix11.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://videos.oneindia.in/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://corrierediroma-news.it/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kimt.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://news24games.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://smus.bc.ca/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://southernstandard.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nachodsky.denik.cz/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newschannel34.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://farmlandgrab.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://shreveporttimes.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://goutsa.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wptz.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tech.ihned.cz/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://alternativenews.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://highpoint.edu/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://creditman.biz/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://rockportpilot.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://postbulletin.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://onenewspage.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nbc33tv.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://pcgazette.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://celiac.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://blog.yandex.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wfpl.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://rivistepoker.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cagliaripad.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sramanamitra.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ussharemarkets.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://thefacts.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://tijd.be/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://timessentinel.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://groruddalen.no/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://fifetoday.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://borsagundem.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://connect.zive.cz/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://completelykidsrichmond.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://nowyny.eu/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://auto-mobi.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://vilniaus.diena.lt/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://palestineafree.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://kultura.wm.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://smidigt.se/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://quifinanza.it/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ekonom.ihned.cz/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sheboygandaily.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://namdalsavisa.no/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://chesterlestreetadvertiser.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://radarnews.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sfcollege.edu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://vaol.hu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://delhinewsrecord.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://msdynamicsworld.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://meatpoultry.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://themute.kr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newth.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://talkingchop.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://moneysense.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://angryasianman.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://keepmecurrent.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://domactu.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://islandgazette.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cries.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kake.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://sbnewspaper.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ynetnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://afrique.lepoint.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://axel-kaehne.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://portstephensexaminer.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://socialnetworkmarketingpro.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://radiovia.com.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mtv.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://modernghana.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://budstikka.no/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wkuherald.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://habrahabr.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ogunhaber.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://news.ngs.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://eltelegrafo.com.ec/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://globalist.org.ua/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://prnewschannel.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gourmettraveller.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wamu.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://brightonandhovenews.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bishop-hill.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wordandway.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://greens.org.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://kiloklubi.fi/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://tribune.net.ph/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://southeastfarmpress.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ciu.cat/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ptinews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://publika.md/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://seebiz.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://figyelo.hu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://armtoday.info/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://arkansasnews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kurv.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://hamodia.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://topnews.us/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tek.rbc.ua/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bizlive.vn/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bankimia.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://landscapearchitecturemagazine.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://blouinartinfo.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://xavierstuder.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://timeout.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://tlz.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lite987.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://zipnews.it/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://huanqiu.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://doomcollective.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://codewit.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://laprensa-sandiego.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://yourpickenscounty.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://portogente.com.br/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://100freeclassifieds.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://blogi.newsweek.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thelundreport.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://pilgrimagemedievalireland.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://talkers.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kvewtv.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://live-pr.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://portaldapropaganda.com.br/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://therussiantimes.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wreckemred.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wschronicle.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://blog.ilgiornale.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://emmynews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://unionnewsdaily.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://panamaon.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://archiv.ihned.cz/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://theadvocatespost.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://sonomasun.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://manutd.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://dominicanrepublicpost.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://referent.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wbhm.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://weatherwest.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://leanleft.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://fishupdate.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newswit.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://csnne.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://xeologosdelmundu.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://seattlebeernews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wfp.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lincolnacademy.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://boulderweekly.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://altervista.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://larepublica.es/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://motorlife.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://hindupad.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://com-magazin.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://poughkeepsiejournal.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ifaonline.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://minminas.gov.co/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://butlercain.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://en.trend.az/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://asiasociety.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wmal.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://goldenstatenewspapers.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://privatbankar.hu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://azadliq.az/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://intheknowtraveler.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://whoswholegal.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://elwatan.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://staffordshirenewsletter.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://economie.hotnews.ro/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://dawatmedia.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://haberlermersin.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://dailygate.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://galamus.hu/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://press.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://rebeleconomy.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://pressorg24.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://tagesspiegel.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sbrchina.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://netzwelt.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://darkpolitricks.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://eichikawa.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://congreso.gob.gt/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mfa.gov.mk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://artsjournal.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://motor-talk.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://zhaolearning.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://indolink.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://solarpowerportal.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://outdoorsmagic.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thetrumpet.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lancastereaglegazette.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://pvpost.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://oncol.dxy.cn/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://news-examiner.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gdptcamranh.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://reneweconomy.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://southstrandnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wbru.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tenthamendmentcenter.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://chicagobears.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://birdswithbottle.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://altfg.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://illinoisentertainer.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://musicexchange.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://vueweekly.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://dailytimes.com.pk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ninjamarketing.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newsoxy.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://futurecities.org.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://rusdialog.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://winmagpro.nl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mondediplo.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://news.sl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://boutique.arte.tv/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://alleywatch.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mobilepaymentstoday.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://espncleveland.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://chestertontribune.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://quadratin.com.mx/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://podrobnosti.ua/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://jejusori.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sx.ce.cn/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://thedailynews.cc/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://film.wp.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://trinidadandtobagonews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://komaradio.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://hizlihaber.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://elfaradio.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://koco.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://internetbrothers.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://absolutegadget.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://demokrathaber.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://komionline.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://details.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sayanythingblog.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://livenews.co.nz/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cvbugle.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cuneocronaca.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tiburno.tv/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tiempodehistoria.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://taiwannews.com.tw/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://newportri.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://travelnostop.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://itwebafrica.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://semotimes.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://parana-online.com.br/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ottawaradio.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://choteauacantha.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://healthtechzone.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://rubberworld.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://joplinglobe.com/
